sector,hh_size,hh_usual_cons_exp_mnth,household_quintile
Rural,5,4800,1
Rural,5,6350,1
Rural,3,9000,2
Rural,2,16340,4
Rural,6,29500,5
Rural,6,15000,4
Rural,4,16000,4
Rural,3,6500,1
Rural,2,13500,4
Rural,6,18000,5
Rural,4,12000,3
Rural,4,9500,2
Rural,2,4500,1
Rural,3,8500,2
Rural,4,15000,4
Rural,4,15000,4
Rural,4,12000,3
Rural,3,13000,4
Rural,3,16000,4
Rural,3,8000,2
Rural,5,8500,2
Rural,3,11000,3
Rural,2,5500,1
Rural,2,6000,1
Rural,6,12000,3
Rural,3,8000,2
Rural,4,10500,3
Rural,4,12000,3
Rural,2,7500,2
Rural,4,10000,3
Rural,6,17000,5
Rural,3,5000,1
Rural,5,8500,2
Rural,3,9000,2
Rural,6,15000,4
Rural,5,20000,5
Rural,5,10000,3
Rural,4,8000,2
Rural,9,24000,5
Rural,4,8000,2
Rural,2,2500,1
Rural,3,3000,1
Rural,2,7500,2
Rural,5,10000,3
Rural,6,9000,2
Rural,3,10500,3
Rural,6,8500,2
Rural,8,11500,3
Rural,5,14000,4
Rural,9,23000,5
Rural,4,11700,3
Rural,6,15800,4
Rural,8,17000,5
Rural,3,9000,2
Rural,2,5370,1
Rural,4,5000,1
Rural,4,8000,2
Rural,4,8500,2
Rural,15,32000,5
Rural,4,10000,3
Rural,3,13200,4
Rural,9,9000,2
Rural,4,27200,5
Rural,6,12500,3
Rural,5,8000,2
Rural,4,15000,4
Rural,6,13000,4
Rural,3,15000,4
Rural,1,1500,1
Rural,4,15000,4
Rural,5,7500,2
Rural,4,12000,3
Rural,5,8500,2
Rural,5,13520,4
Rural,6,6000,1
Rural,4,5000,1
Rural,4,13000,4
Rural,5,7500,2
Rural,5,10000,3
Rural,2,4500,1
Rural,10,19500,5
Rural,2,4500,1
Rural,2,6000,1
Rural,5,9000,2
Rural,4,10000,3
Rural,2,17000,5
Rural,11,9500,2
Rural,4,6200,1
Rural,6,21250,5
Rural,4,12000,3
Rural,4,21000,5
Rural,6,15200,4
Rural,7,8500,2
Rural,6,12000,3
Rural,5,8750,2
Rural,5,8000,2
Rural,3,22000,5
Rural,2,12000,3
Rural,5,10000,3
Rural,7,18900,5
Rural,2,7500,2
Rural,1,6200,1
Rural,4,2500,1
Rural,7,17000,5
Rural,5,7260,2
Rural,6,9685,3
Rural,4,10000,3
Rural,5,9500,2
Rural,4,14000,4
Rural,4,8000,2
Rural,4,5000,1
Rural,5,17500,5
Rural,4,10000,3
Rural,5,9000,2
Rural,5,12500,3
Rural,2,28000,5
Rural,8,18000,5
Rural,4,9000,2
Rural,3,8000,2
Rural,5,6500,1
Rural,12,16000,4
Rural,6,15500,4
Rural,5,10000,3
Rural,7,8460,2
Rural,2,10000,3
Rural,7,14000,4
Rural,3,9500,2
Rural,5,7000,2
Rural,3,16000,4
Rural,2,7000,2
Rural,10,12000,3
Rural,8,6500,1
Rural,7,9500,2
Rural,4,22000,5
Rural,2,7000,1
Rural,2,6000,1
Rural,5,14000,4
Rural,5,11500,3
Rural,6,8000,2
Rural,2,7500,2
Rural,5,16000,4
Rural,3,13600,4
Rural,5,8500,2
Rural,3,4400,1
Rural,2,8000,2
Rural,2,8500,2
Rural,3,8000,2
Rural,5,4000,1
Rural,3,8000,2
Rural,3,9000,2
Rural,3,16200,4
Rural,4,18000,5
Rural,5,10000,3
Rural,3,5100,1
Rural,3,6500,1
Rural,3,8500,2
Rural,1,1500,1
Rural,6,12500,4
Rural,6,4800,1
Rural,6,5500,1
Rural,4,5800,1
Rural,6,6500,1
Rural,5,9000,2
Rural,3,8000,2
Rural,5,12560,4
Rural,7,8500,2
Rural,4,14000,4
Rural,5,11000,3
Rural,4,10000,3
Rural,5,12000,3
Rural,3,5000,1
Rural,4,9000,2
Rural,4,6800,1
Rural,3,4000,1
Rural,2,6000,1
Rural,4,13500,4
Rural,6,19500,5
Rural,3,5500,1
Rural,4,14000,4
Rural,4,7500,2
Rural,4,7000,1
Rural,4,7800,2
Rural,3,6000,1
Rural,3,5000,1
Rural,4,15500,4
Rural,3,9000,2
Rural,10,10000,3
Rural,2,8200,2
Rural,3,10320,3
Rural,3,5500,1
Rural,3,7000,2
Rural,2,4500,1
Rural,5,8000,2
Rural,4,10000,3
Rural,5,5500,1
Rural,4,15000,4
Rural,1,5500,1
Rural,4,12000,3
Rural,5,15700,4
Rural,1,1500,1
Rural,6,15000,4
Rural,11,13000,4
Rural,3,7500,2
Rural,6,11500,3
Rural,4,15000,4
Rural,4,10000,3
Rural,4,20000,5
Rural,5,9800,3
Rural,10,7700,2
Rural,2,15000,4
Rural,6,11000,3
Rural,6,12500,3
Rural,2,4000,1
Rural,8,19000,5
Rural,2,6000,1
Rural,5,22500,5
Rural,1,2000,1
Rural,5,10000,3
Rural,3,7000,2
Rural,4,10000,3
Rural,8,8500,2
Rural,4,6500,1
Rural,4,15000,4
Rural,4,10500,3
Rural,5,8500,2
Rural,7,14000,4
Rural,5,12000,3
Rural,4,10000,3
Rural,1,6130,1
Rural,4,12000,3
Rural,5,20000,5
Rural,2,12800,4
Rural,2,7600,2
Rural,2,7900,2
Rural,2,4600,1
Rural,4,10000,3
Rural,2,5000,1
Rural,5,13000,4
Rural,7,12500,3
Rural,5,12500,3
Rural,6,8000,2
Rural,10,29000,5
Rural,12,14000,4
Rural,6,11300,3
Rural,4,10000,3
Rural,8,12000,3
Rural,4,6000,1
Rural,1,5000,1
Rural,6,13000,4
Rural,2,4500,1
Rural,3,15000,4
Rural,5,16000,4
Rural,2,11200,3
Rural,4,9500,2
Rural,7,17580,5
Rural,5,10000,3
Rural,3,8250,2
Rural,2,6000,1
Rural,2,4000,1
Rural,1,5500,1
Rural,4,8000,2
Rural,6,15000,4
Rural,1,8000,2
Rural,6,15000,4
Rural,6,16500,4
Rural,8,12500,3
Rural,4,12000,3
Rural,4,12850,4
Rural,4,2100,1
Rural,2,18000,5
Rural,2,4500,1
Rural,4,25000,5
Rural,5,9500,2
Rural,2,7000,2
Rural,1,1500,1
Rural,8,8500,2
Rural,6,20000,5
Rural,9,13000,4
Rural,3,5000,1
Rural,3,6000,1
Rural,4,8700,2
Rural,4,5100,1
Rural,6,9800,3
Rural,5,10000,3
Rural,1,6000,1
Rural,4,12000,3
Rural,2,2650,1
Rural,5,12000,3
Rural,3,14800,4
Rural,4,7600,2
Rural,5,13000,4
Rural,13,10000,3
Rural,2,7000,2
Rural,7,15000,4
Rural,3,7000,2
Rural,2,8000,2
Rural,3,18000,5
Rural,6,15000,4
Rural,5,12000,3
Rural,4,10000,3
Rural,5,8700,2
Rural,4,7500,2
Rural,4,14500,4
Rural,7,12000,3
Rural,8,9000,2
Rural,7,12000,3
Rural,5,15500,4
Rural,6,13000,4
Rural,4,2000,1
Rural,2,4500,1
Rural,8,19500,5
Rural,3,5000,1
Rural,4,12500,3
Rural,1,4000,1
Rural,2,7550,2
Rural,3,7500,2
Rural,5,8500,2
Rural,4,19500,5
Rural,3,6500,1
Rural,4,17000,5
Rural,8,13000,4
Rural,4,8100,2
Rural,6,16000,4
Rural,4,13000,4
Rural,6,10500,3
Rural,3,12000,3
Rural,3,12000,3
Rural,4,16000,4
Rural,5,18000,5
Rural,2,5000,1
Rural,5,4650,1
Rural,5,11500,3
Rural,7,10000,3
Rural,6,18000,5
Rural,4,19000,5
Rural,3,8325,2
Rural,6,8550,2
Rural,5,25000,5
Rural,5,30500,5
Rural,1,1050,1
Rural,3,8000,2
Rural,3,8000,2
Rural,2,4200,1
Rural,6,18000,5
Rural,4,6500,1
Rural,3,10000,3
Rural,5,12000,3
Rural,3,9000,2
Rural,6,7000,2
Rural,4,7500,2
Rural,3,12000,3
Rural,4,10000,3
Rural,6,10000,3
Rural,5,29000,5
Rural,4,10000,3
Rural,4,8000,2
Rural,3,9600,3
Rural,4,15600,4
Rural,3,9400,2
Rural,3,9500,2
Rural,5,8500,2
Rural,3,12000,3
Rural,4,7600,2
Rural,3,25000,5
Rural,2,3500,1
Rural,3,10000,3
Rural,6,17500,5
Rural,5,6000,1
Rural,3,6500,1
Rural,3,8589,2
Rural,3,8000,2
Rural,1,5000,1
Rural,4,3500,1
Rural,5,27000,5
Rural,2,4500,1
Rural,6,8000,2
Rural,2,5000,1
Rural,6,6500,1
Rural,3,5000,1
Rural,3,7000,2
Rural,5,6500,1
Rural,4,15000,4
Rural,5,11500,3
Rural,5,15000,4
Rural,4,9000,2
Rural,6,10000,3
Rural,5,12000,3
Rural,3,8000,2
Rural,4,3600,1
Rural,1,3000,1
Rural,6,10500,3
Rural,4,10000,3
Rural,1,3500,1
Rural,5,12000,3
Rural,6,13500,4
Rural,7,14500,4
Rural,7,13000,4
Rural,1,1700,1
Rural,7,6750,1
Rural,1,2500,1
Rural,2,5800,1
Rural,8,12000,3
Rural,5,13000,4
Rural,6,17500,5
Rural,4,11000,3
Rural,5,17000,5
Rural,8,7800,2
Rural,1,5500,1
Rural,3,7000,2
Rural,4,8700,2
Rural,5,8500,2
Rural,1,2500,1
Rural,4,6000,1
Rural,6,9500,2
Rural,3,15000,4
Rural,5,15000,4
Rural,1,2600,1
Rural,5,13000,4
Rural,7,18500,5
Rural,4,6000,1
Rural,1,6000,1
Rural,4,12000,3
Rural,1,13000,4
Rural,3,7000,1
Rural,12,14000,4
Rural,7,13500,4
Rural,3,2280,1
Rural,1,6000,1
Rural,6,11000,3
Rural,8,6500,1
Rural,6,18000,5
Rural,3,12500,3
Rural,6,12000,3
Rural,6,24000,5
Rural,3,4000,1
Rural,5,8000,2
Rural,4,11750,3
Rural,2,5500,1
Rural,5,3000,1
Rural,5,9500,2
Rural,3,1550,1
Rural,4,11000,3
Rural,1,5250,1
Rural,1,5000,1
Rural,3,8000,2
Rural,3,13000,4
Rural,2,7000,1
Rural,2,7500,2
Rural,1,2000,1
Rural,5,10000,3
Rural,5,6500,1
Rural,4,11540,3
Rural,7,20000,5
Rural,1,3500,1
Rural,5,7000,2
Rural,5,11500,3
Rural,4,6000,1
Rural,4,30000,5
Rural,8,12500,4
Rural,5,16000,4
Rural,3,8500,2
Rural,3,9000,2
Rural,6,8000,2
Rural,6,12700,4
Rural,3,12700,4
Rural,4,9000,2
Rural,4,8500,2
Rural,4,6500,1
Rural,4,11000,3
Rural,2,10000,3
Rural,6,11500,3
Rural,3,7000,1
Rural,3,13500,4
Rural,5,8500,2
Rural,5,14500,4
Rural,5,6500,1
Rural,5,12630,4
Rural,3,6400,1
Rural,3,5000,1
Rural,2,6000,1
Rural,3,7000,1
Rural,4,11000,3
Rural,3,8500,2
Rural,8,12000,3
Rural,3,17700,5
Rural,4,20000,5
Rural,5,9000,2
Rural,4,11000,3
Rural,4,13000,4
Rural,9,12000,3
Rural,4,7000,2
Rural,3,3000,1
Rural,5,7000,2
Rural,5,8500,2
Rural,4,5630,1
Rural,5,12500,3
Rural,2,6000,1
Rural,3,15000,4
Rural,3,8500,2
Rural,5,10000,3
Rural,4,5000,1
Rural,4,12000,3
Rural,7,10000,3
Rural,6,14000,4
Rural,2,4500,1
Rural,4,9500,2
Rural,6,4000,1
Rural,4,9000,2
Rural,3,6800,1
Rural,2,11000,3
Rural,1,6000,1
Rural,4,7800,2
Rural,2,6000,1
Rural,4,13200,4
Rural,8,12000,3
Rural,3,9500,2
Rural,5,36000,5
Rural,6,20000,5
Rural,5,10000,3
Rural,2,5300,1
Rural,4,13000,4
Rural,7,14500,4
Rural,4,8000,2
Rural,5,7500,2
Rural,3,6000,1
Rural,9,20000,5
Rural,5,17000,5
Rural,3,14000,4
Rural,8,13000,4
Rural,5,18000,5
Rural,5,10000,3
Rural,3,8500,2
Rural,5,7000,2
Rural,2,14000,4
Rural,2,7750,2
Rural,7,24000,5
Rural,2,12000,3
Rural,5,10000,3
Rural,5,7500,2
Rural,5,13000,4
Rural,3,6000,1
Rural,4,12000,3
Rural,3,7300,2
Rural,7,9000,2
Rural,6,12000,3
Rural,3,12000,3
Rural,7,12000,3
Rural,4,10750,3
Rural,6,7500,2
Rural,6,11300,3
Rural,4,7200,2
Rural,8,12000,3
Rural,3,4500,1
Rural,2,4000,1
Rural,5,13000,4
Rural,5,17000,5
Rural,4,6000,1
Rural,6,2000,1
Rural,5,18000,5
Rural,2,3500,1
Rural,5,20000,5
Rural,5,10000,3
Rural,7,13000,4
Rural,3,11500,3
Rural,3,10000,3
Rural,10,18000,5
Rural,3,15000,4
Rural,8,8000,2
Rural,3,12000,3
Rural,5,10000,3
Rural,5,10000,3
Rural,6,5500,1
Rural,5,13000,4
Rural,3,9800,3
Rural,7,10000,3
Rural,5,8000,2
Rural,4,7800,2
Rural,4,5500,1
Rural,18,23000,5
Rural,5,5400,1
Rural,3,5200,1
Rural,3,9600,3
Rural,7,13000,4
Rural,1,5000,1
Rural,4,8000,2
Rural,1,4490,1
Rural,3,8000,2
Rural,4,6500,1
Rural,5,9000,2
Rural,4,14600,4
Rural,1,8000,2
Rural,4,6500,1
Rural,4,9000,2
Rural,7,18000,5
Rural,3,22000,5
Rural,2,8000,2
Rural,5,24837,5
Rural,4,8600,2
Rural,2,4000,1
Rural,1,1500,1
Rural,5,14000,4
Rural,2,6000,1
Rural,1,5000,1
Rural,4,10000,3
Rural,4,12000,3
Rural,4,17000,5
Rural,4,18000,5
Rural,4,8000,2
Rural,2,4500,1
Rural,5,6500,1
Rural,5,10000,3
Rural,4,8500,2
Rural,5,6100,1
Rural,3,9000,2
Rural,6,4000,1
Rural,2,12000,3
Rural,1,14000,4
Rural,4,10000,3
Rural,15,21000,5
Rural,5,9500,2
Rural,15,20000,5
Rural,4,14000,4
Rural,4,18400,5
Rural,5,14000,4
Rural,4,14000,4
Rural,1,1500,1
Rural,4,14000,4
Rural,5,7800,2
Rural,6,15000,4
Rural,4,7000,1
Rural,4,8500,2
Rural,4,6500,1
Rural,2,5500,1
Rural,5,16000,4
Rural,4,10500,3
Rural,3,15800,4
Rural,7,15600,4
Rural,2,10000,3
Rural,5,18000,5
Rural,3,10400,3
Rural,3,9000,2
Rural,8,8150,2
Rural,9,9500,2
Rural,6,9000,2
Rural,5,15000,4
Rural,3,6000,1
Rural,3,20000,5
Rural,11,11000,3
Rural,2,1000,1
Rural,2,5500,1
Rural,3,4500,1
Rural,5,15000,4
Rural,5,12500,4
Rural,6,9500,2
Rural,2,3500,1
Rural,2,4150,1
Rural,8,8000,2
Rural,5,14000,4
Rural,4,11000,3
Rural,4,13000,4
Rural,4,6900,1
Rural,5,10000,3
Rural,5,8800,2
Rural,5,13600,4
Rural,5,8500,2
Rural,7,12000,3
Rural,4,1900,1
Rural,5,10000,3
Rural,4,9500,2
Rural,3,6000,1
Rural,4,8500,2
Rural,7,10000,3
Rural,3,5200,1
Rural,5,25000,5
Rural,4,13000,4
Rural,3,11000,3
Rural,6,10500,3
Rural,4,7000,2
Rural,7,10000,3
Rural,3,8000,2
Rural,8,15000,4
Rural,4,10000,3
Rural,4,6500,1
Rural,1,8500,2
Rural,3,15000,4
Rural,8,13500,4
Rural,9,20000,5
Rural,3,6500,1
Rural,3,5500,1
Rural,4,8000,2
Rural,3,7500,2
Rural,9,39000,5
Rural,9,10200,3
Rural,3,9000,2
Rural,2,13000,4
Rural,1,3000,1
Rural,3,10000,3
Rural,3,9500,2
Rural,5,14000,4
Rural,2,12700,4
Rural,5,11000,3
Rural,5,15200,4
Rural,5,2000,1
Rural,4,15000,4
Rural,9,7500,2
Rural,4,7000,1
Rural,6,6000,1
Rural,2,8000,2
Rural,4,14000,4
Rural,3,6000,1
Rural,4,12000,3
Rural,4,14000,4
Rural,2,5500,1
Rural,3,5200,1
Rural,4,10500,3
Rural,5,18500,5
Rural,4,8500,2
Rural,3,9000,2
Rural,10,16400,4
Rural,5,10000,3
Rural,8,11000,3
Rural,10,7000,2
Rural,3,5700,1
Rural,7,7000,1
Rural,4,19000,5
Rural,4,9500,2
Rural,4,20000,5
Rural,5,20000,5
Rural,1,3900,1
Rural,3,10000,3
Rural,2,6200,1
Rural,2,8000,2
Rural,4,9800,3
Rural,4,14000,4
Rural,5,15000,4
Rural,5,5500,1
Rural,4,10550,3
Rural,4,12000,3
Rural,8,21000,5
Rural,10,8000,2
Rural,9,10000,3
Rural,13,18000,5
Rural,1,4000,1
Rural,4,9000,2
Rural,5,8000,2
Rural,7,18500,5
Rural,4,9000,2
Rural,3,6000,1
Rural,3,4850,1
Rural,4,15500,4
Rural,7,12000,3
Rural,6,10000,3
Rural,5,4900,1
Rural,8,36000,5
Rural,3,16000,4
Rural,2,16800,4
Rural,3,7500,2
Rural,3,17500,5
Rural,5,10000,3
Rural,3,7500,2
Rural,4,7500,2
Rural,1,4500,1
Rural,7,10000,3
Rural,5,8500,2
Rural,1,3800,1
Rural,16,17000,5
Rural,6,14000,4
Rural,2,6500,1
Rural,3,10000,3
Rural,4,8000,2
Rural,6,8000,2
Rural,6,10500,3
Rural,5,12000,3
Rural,5,10000,3
Rural,12,12000,3
Rural,3,8500,2
Rural,4,7000,2
Rural,5,14000,4
Rural,6,7500,2
Rural,1,6300,1
Rural,5,10500,3
Rural,3,12500,3
Rural,7,14000,4
Rural,2,6000,1
Rural,6,8000,2
Rural,5,12000,3
Rural,8,9200,2
Rural,5,3000,1
Rural,7,20000,5
Rural,3,18000,5
Rural,4,15000,4
Rural,2,10000,3
Rural,4,6000,1
Rural,9,17000,5
Rural,3,9000,2
Rural,5,10900,3
Rural,8,10000,3
Rural,3,21560,5
Rural,3,12000,3
Rural,7,8500,2
Rural,4,17000,5
Rural,4,8000,2
Rural,5,9500,2
Rural,4,15000,4
Rural,6,22000,5
Rural,2,6850,1
Rural,6,7000,1
Rural,5,16000,4
Rural,5,20000,5
Rural,8,27000,5
Rural,4,9000,2
Rural,1,4000,1
Rural,4,6500,1
Rural,2,8000,2
Rural,3,3600,1
Rural,4,10500,3
Rural,6,9000,2
Rural,8,8000,2
Rural,4,18000,5
Rural,6,15000,4
Rural,5,9000,2
Rural,3,6000,1
Rural,4,3000,1
Rural,8,11000,3
Rural,4,16000,4
Rural,2,8000,2
Rural,5,6200,1
Rural,3,7200,2
Rural,6,12500,4
Rural,3,8000,2
Rural,5,17500,5
Rural,3,14800,4
Rural,5,13200,4
Rural,1,5000,1
Rural,5,5500,1
Rural,3,9000,2
Rural,4,9250,2
Rural,7,10200,3
Rural,5,5890,1
Rural,2,5000,1
Rural,5,20300,5
Rural,3,11000,3
Rural,7,14500,4
Rural,7,9000,2
Rural,8,9500,2
Rural,4,15800,4
Rural,5,8000,2
Rural,5,17800,5
Rural,5,11000,3
Rural,4,12000,3
Rural,7,12000,3
Rural,3,10200,3
Rural,9,11500,3
Rural,4,12500,4
Rural,2,7960,2
Rural,4,14000,4
Rural,3,8000,2
Rural,3,5400,1
Rural,2,8000,2
Rural,8,16000,4
Rural,4,18500,5
Rural,5,9500,2
Rural,5,7500,2
Rural,3,15000,4
Rural,5,28000,5
Rural,4,7000,1
Rural,10,35000,5
Rural,4,15000,4
Rural,3,14500,4
Rural,5,20000,5
Rural,9,15000,4
Rural,7,20000,5
Rural,2,8500,2
Rural,6,8000,2
Rural,4,9500,2
Rural,4,16600,4
Rural,6,7200,2
Rural,5,9000,2
Rural,4,12000,3
Rural,5,22000,5
Rural,6,9000,2
Rural,2,2200,1
Rural,2,4000,1
Rural,5,8600,2
Rural,3,14000,4
Rural,5,10000,3
Rural,5,12000,3
Rural,3,5000,1
Rural,4,10000,3
Rural,3,15000,4
Rural,4,5500,1
Rural,3,16000,4
Rural,5,10000,3
Rural,4,15000,4
Rural,9,12000,3
Rural,1,5000,1
Rural,6,15000,4
Rural,4,7000,1
Rural,6,10000,3
Rural,7,8000,2
Rural,4,7000,1
Rural,4,12000,3
Rural,8,9000,2
Rural,1,2500,1
Rural,2,5500,1
Rural,7,18000,5
Rural,3,9000,2
Rural,6,14000,4
Rural,2,3000,1
Rural,4,5500,1
Rural,5,6500,1
Rural,6,12500,4
Rural,2,6000,1
Rural,5,11000,3
Rural,7,15000,4
Rural,3,4000,1
Rural,5,7000,1
Rural,3,6600,1
Rural,4,8000,2
Rural,7,10000,3
Rural,5,9000,2
Rural,4,5000,1
Rural,3,7000,2
Rural,4,19500,5
Rural,4,15500,4
Rural,3,7500,2
Rural,4,6400,1
Rural,2,7000,1
Rural,6,14000,4
Rural,5,21500,5
Rural,6,13000,4
Rural,3,15000,4
Rural,4,10000,3
Rural,6,15000,4
Rural,4,15000,4
Rural,5,9500,2
Rural,2,5000,1
Rural,5,8000,2
Rural,6,8000,2
Rural,5,7500,2
Rural,3,20000,5
Rural,1,4200,1
Rural,2,4750,1
Rural,4,6000,1
Rural,3,5600,1
Rural,6,10000,3
Rural,5,6500,1
Rural,9,8500,2
Rural,6,12000,3
Rural,4,15000,4
Rural,1,4600,1
Rural,2,6600,1
Rural,2,7500,2
Rural,5,8560,2
Rural,5,8000,2
Rural,7,16000,4
Rural,5,12500,3
Rural,5,5000,1
Rural,9,25000,5
Rural,5,7500,2
Rural,6,16000,4
Rural,5,5000,1
Rural,6,13000,4
Rural,6,15000,4
Rural,4,15000,4
Rural,8,12000,3
Rural,5,11000,3
Rural,10,23000,5
Rural,5,10000,3
Rural,1,12500,4
Rural,5,10000,3
Rural,5,9000,2
Rural,5,8700,2
Rural,4,19700,5
Rural,6,7000,2
Rural,6,5000,1
Rural,5,15000,4
Rural,3,22000,5
Rural,5,16200,4
Rural,4,10000,3
Rural,6,10620,3
Rural,5,9000,2
Rural,11,6000,1
Rural,4,9500,2
Rural,8,11000,3
Rural,7,16600,4
Rural,1,1000,1
Rural,5,7000,2
Rural,5,12000,3
Rural,4,6500,1
Rural,7,7000,1
Rural,3,12000,3
Rural,5,16000,4
Rural,9,7500,2
Rural,7,9500,2
Rural,7,13500,4
Rural,4,16000,4
Rural,2,4500,1
Rural,3,6500,1
Rural,2,4500,1
Rural,3,17000,5
Rural,3,18000,5
Rural,5,9000,2
Rural,5,18000,5
Rural,6,12000,3
Rural,3,8500,2
Rural,2,4000,1
Rural,6,7500,2
Rural,4,16000,4
Rural,3,16500,4
Rural,5,6000,1
Rural,2,6500,1
Rural,3,24000,5
Rural,6,8500,2
Rural,6,7000,2
Rural,5,9000,2
Rural,6,24000,5
Rural,5,9000,2
Rural,7,6500,1
Rural,3,5500,1
Rural,8,14500,4
Rural,2,9660,3
Rural,4,17000,5
Rural,6,8759,2
Rural,2,12000,3
Rural,2,7000,1
Rural,2,2500,1
Rural,3,18000,5
Rural,6,8000,2
Rural,8,11500,3
Rural,4,20500,5
Rural,6,10000,3
Rural,5,4500,1
Rural,6,22000,5
Rural,1,14000,4
Rural,4,15000,4
Rural,1,1500,1
Rural,4,10000,3
Rural,4,20000,5
Rural,4,10000,3
Rural,3,4720,1
Rural,5,15000,4
Rural,4,8000,2
Rural,9,15000,4
Rural,2,3000,1
Rural,5,15100,4
Rural,5,12000,3
Rural,4,8500,2
Rural,3,7500,2
Rural,6,20000,5
Rural,5,18400,5
Rural,5,8000,2
Rural,4,11500,3
Rural,3,6600,1
Rural,5,9500,2
Rural,5,13000,4
Rural,5,20000,5
Rural,7,8240,2
Rural,5,13000,4
Rural,9,7500,2
Rural,3,3000,1
Rural,7,18000,5
Rural,5,11000,3
Rural,1,200,1
Rural,4,8000,2
Rural,5,15000,4
Rural,6,20000,5
Rural,5,18000,5
Rural,5,27500,5
Rural,6,12500,3
Rural,5,14500,4
Rural,4,13000,4
Rural,4,6000,1
Rural,6,18000,5
Rural,6,17000,5
Rural,6,8000,2
Rural,4,8000,2
Rural,3,7200,2
Rural,8,8500,2
Rural,3,12000,3
Rural,5,11500,3
Rural,15,19000,5
Rural,3,9000,2
Rural,5,5500,1
Rural,6,10000,3
Rural,4,8000,2
Rural,4,10000,3
Rural,5,8000,2
Rural,8,24900,5
Rural,14,16000,4
Rural,6,5400,1
Rural,6,10800,3
Rural,5,13000,4
Rural,4,6000,1
Rural,4,13000,4
Rural,5,8000,2
Rural,2,4000,1
Rural,2,10000,3
Rural,4,1050,1
Rural,6,10500,3
Rural,5,8000,2
Rural,8,15000,4
Rural,3,13500,4
Rural,4,12500,3
Rural,4,12700,4
Rural,4,10000,3
Rural,6,18500,5
Rural,5,4500,1
Rural,5,10000,3
Rural,4,9000,2
Rural,4,8600,2
Rural,2,12400,3
Rural,4,6500,1
Rural,6,12000,3
Rural,3,8500,2
Rural,4,16400,4
Rural,4,9750,3
Rural,5,13000,4
Rural,5,9600,3
Rural,6,8000,2
Rural,5,10000,3
Rural,1,3000,1
Rural,7,12000,3
Rural,2,12000,3
Rural,3,15000,4
Rural,5,10500,3
Rural,3,10000,3
Rural,6,6500,1
Rural,4,6500,1
Rural,7,1500,1
Rural,2,12430,3
Rural,5,8500,2
Rural,6,9000,2
Rural,4,7500,2
Rural,6,8000,2
Rural,9,14000,4
Rural,4,12000,3
Rural,7,9000,2
Rural,5,11000,3
Rural,7,9000,2
Rural,6,6500,1
Rural,3,9000,2
Rural,6,10000,3
Rural,1,3000,1
Rural,7,17500,5
Rural,5,11200,3
Rural,2,7500,2
Rural,5,10000,3
Rural,4,8600,2
Rural,2,13200,4
Rural,8,18500,5
Rural,3,4860,1
Rural,6,9200,2
Rural,1,3500,1
Rural,4,4500,1
Rural,9,6000,1
Rural,8,25000,5
Rural,3,16000,4
Rural,5,20000,5
Rural,1,5800,1
Rural,7,15000,4
Rural,4,17500,5
Rural,1,1850,1
Rural,4,18000,5
Rural,2,14000,4
Rural,1,3900,1
Rural,4,8000,2
Rural,2,10000,3
Rural,4,24000,5
Rural,7,8000,2
Rural,4,11140,3
Rural,1,3500,1
Rural,7,9500,2
Rural,4,9500,2
Rural,4,5500,1
Rural,5,21000,5
Rural,2,4000,1
Rural,4,4000,1
Rural,5,12000,3
Rural,4,10000,3
Rural,2,12000,3
Rural,7,14000,4
Rural,4,8000,2
Rural,3,10800,3
Rural,2,6000,1
Rural,5,12000,3
Rural,3,16000,4
Rural,7,10000,3
Rural,4,23300,5
Rural,6,10000,3
Rural,13,12000,3
Rural,4,11000,3
Rural,4,6800,1
Rural,2,14000,4
Rural,3,12000,3
Rural,4,13300,4
Rural,5,7000,1
Rural,5,7050,2
Rural,4,8000,2
Rural,3,22000,5
Rural,5,10000,3
Rural,4,17500,5
Rural,7,13100,4
Rural,2,7000,2
Rural,2,4000,1
Rural,4,8100,2
Rural,3,16000,4
Rural,7,15000,4
Rural,3,10000,3
Rural,4,9000,2
Rural,5,14900,4
Rural,7,9500,2
Rural,3,12000,3
Rural,4,9900,3
Rural,3,13000,4
Rural,5,23800,5
Rural,5,8500,2
Rural,4,10000,3
Rural,10,18000,5
Rural,2,6000,1
Rural,3,8600,2
Rural,6,9000,2
Rural,9,12000,3
Rural,5,6870,1
Rural,2,5000,1
Rural,5,10500,3
Rural,2,6000,1
Rural,5,9800,3
Rural,4,14000,4
Rural,3,11000,3
Rural,3,12300,3
Rural,5,10000,3
Rural,1,3500,1
Rural,5,6500,1
Rural,4,14200,4
Rural,5,14500,4
Rural,4,8500,2
Rural,3,5000,1
Rural,10,21000,5
Rural,6,15000,4
Rural,3,20000,5
Rural,5,12500,3
Rural,7,10000,3
Rural,6,9200,2
Rural,5,10000,3
Rural,2,5000,1
Rural,6,7000,2
Rural,5,17000,5
Rural,3,7000,2
Rural,4,11000,3
Rural,4,10000,3
Rural,4,15000,4
Rural,13,23000,5
Rural,2,8000,2
Rural,4,10000,3
Rural,3,8600,2
Rural,4,18000,5
Rural,6,10000,3
Rural,3,7800,2
Rural,5,54000,5
Rural,4,9850,3
Rural,6,11000,3
Rural,2,1800,1
Rural,2,14250,4
Rural,4,10000,3
Rural,5,8500,2
Rural,3,8000,2
Rural,6,17500,5
Rural,13,37000,5
Rural,5,21300,5
